name,nationality,age,height,pos_gral,position,preferred_foot,weak_foot,att_work_rate,def_work_rate,overall,potential,crossing,finishing,heading,short_passing,volleys,marking,standing_tackle,sliding_tackle,acceleration,sprint,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,dribbling,curve,fk_acc,long_passing,ball_control,aggression,interceptions,positioning,vision,penalties,composure,diving,handling,kicking_gk,positioning_gk,reflexes,speed_gk,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,ldm,cdm,rdm,lwb,rwb,lb,lcb,cb,rcb,rb,gk
G. Gwinn,Germany,22,172,med,RM,1,3,1.0,1.0,84,87,83,74,80,83,65,82,81,78,87,85,88,82,85,62,67,81,62,65,88,78,49,81,83,67,79,83,79,61,76.0,5,8,10,15,5,,81,81,81,82,81,81,81,82,85,85,85,86,84,84,84,86,83,83,83,85,85,85,80,80,80,85,19
M. Frohms,Germany,27,175,arq,GK,1,3,0.5,0.5,84,87,9,8,10,28,7,6,9,11,40,57,61,80,44,57,79,29,71,7,8,11,10,29,20,20,18,7,31,18,44.0,85,81,76,85,84,47.0,31,31,31,25,26,26,26,25,29,29,29,29,29,29,29,29,29,29,29,28,28,27,28,28,28,27,86
A. Berger,Germany,31,180,arq,GK,1,3,0.5,0.5,84,84,8,7,15,24,6,9,10,10,37,49,38,82,40,60,60,29,67,6,11,12,11,20,14,19,10,9,39,35,58.0,85,83,80,81,82,42.0,30,30,30,23,26,26,26,23,28,28,28,28,28,28,28,28,26,26,26,26,26,26,26,26,26,26,84
S. Vaysse,France,28,163,med,CDM,1,3,0.5,0.5,84,85,59,61,42,86,56,83,87,82,58,63,61,82,68,63,59,87,69,63,63,67,48,77,78,92,86,57,76,52,75.0,7,5,13,7,13,,66,66,66,68,68,68,68,68,74,74,74,72,79,79,79,72,85,85,85,80,80,79,80,80,80,79,18
K. McCabe,Republic of Ireland,26,164,def,LB,0,3,1.0,0.5,84,85,87,69,76,84,69,86,79,75,84,82,84,78,85,66,80,93,73,68,80,78,75,80,80,95,81,86,72,76,85.0,8,14,13,13,6,,79,79,79,80,78,78,78,80,82,82,82,84,83,83,83,84,85,85,85,85,85,85,83,83,83,85,21
A. Neville,England,29,171,def,RB,1,3,1.0,1.0,84,84,81,74,83,72,68,86,86,85,79,79,68,76,74,65,91,81,84,67,83,69,58,73,77,80,90,79,72,59,83.0,5,9,15,13,12,,78,78,78,77,76,76,76,77,77,77,77,80,78,78,78,80,82,82,82,84,84,84,84,84,84,84,19
C. Dunn,United States,29,157,med,CM,1,5,1.0,1.0,83,83,83,76,80,88,75,78,80,79,84,81,75,84,87,75,53,83,50,76,79,80,67,77,88,75,87,85,83,80,83.0,12,13,9,8,16,,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,80,80,80,83,23
K. Hendrich,Germany,30,173,def,CB,1,3,0.5,0.5,83,83,71,34,82,85,30,87,85,84,77,84,69,86,61,62,76,87,70,27,70,70,33,75,79,81,85,59,54,56,72.0,13,10,13,9,9,,67,67,67,68,67,67,67,68,71,71,71,75,76,76,76,75,83,83,83,83,83,83,83,83,83,83,22
S. Jakobsson,Sweden,32,174,med,RM,1,3,1.0,1.0,83,83,84,85,69,76,81,58,19,17,81,87,67,84,65,72,46,91,66,75,83,76,58,73,84,54,38,83,75,74,77.0,9,10,10,7,10,,83,83,83,82,81,81,81,82,83,83,83,83,77,77,77,83,63,63,63,67,67,62,53,53,53,62,20
S. Catley,Australia,28,171,def,LB,0,2,1.0,1.0,83,83,84,73,76,86,56,80,77,74,83,89,82,78,74,68,77,83,75,60,75,75,75,77,82,66,82,70,60,54,82.0,14,8,15,9,8,,78,78,78,77,75,75,75,77,79,79,79,82,79,79,79,82,82,82,82,83,83,83,81,81,81,83,21
A. Greenwood,England,28,168,def,CB,0,3,0.5,1.0,83,83,75,64,83,90,43,85,84,79,71,73,65,76,70,67,89,90,75,54,75,70,78,89,84,89,84,47,59,88,86.0,12,10,12,15,14,,73,73,73,72,70,70,70,72,75,75,75,78,81,81,81,78,83,83,83,83,83,83,83,83,83,83,23
J. Nobbs,England,29,160,med,CM,1,3,1.0,1.0,83,83,80,79,50,86,66,69,77,57,82,75,80,83,85,73,68,77,57,84,83,83,75,80,85,58,74,85,84,66,83.0,9,14,13,16,17,,80,80,80,83,82,82,82,83,83,83,83,83,83,83,83,83,79,79,79,80,80,77,71,71,71,77,25
A. Butel,France,30,167,def,CB,1,3,0.5,1.0,83,83,53,35,82,80,36,87,87,83,66,67,53,82,55,59,88,76,72,34,59,49,44,71,75,89,82,44,54,49,79.0,8,10,10,13,14,,62,62,62,60,61,61,61,60,64,64,64,66,71,71,71,66,81,81,81,78,78,80,83,83,83,80,21
D. Scott,Canada,34,157,med,CDM,1,3,0.0,1.0,83,83,58,42,68,85,28,82,83,74,67,66,63,79,81,69,69,84,85,58,68,45,38,78,80,90,82,60,74,55,80.0,13,17,16,10,15,,68,68,68,67,68,68,68,67,74,74,74,74,80,80,80,74,83,83,83,79,79,79,83,83,83,79,24
K. Robles,Mexico,31,163,def,RB,1,2,1.0,0.5,83,83,78,50,64,74,60,84,84,83,83,78,74,80,80,69,77,92,78,77,71,82,78,71,76,75,82,61,60,72,72.0,10,11,10,12,11,,71,71,71,71,69,69,69,71,73,73,73,76,76,76,76,76,82,82,82,83,83,83,82,82,82,83,22
Leila Ouahabi,Spain,29,172,def,LB,0,3,1.0,0.5,83,83,80,51,78,86,30,85,81,81,76,75,69,80,72,59,62,79,76,67,60,70,48,76,84,55,79,62,47,48,69.0,15,7,15,13,16,,70,70,70,70,68,68,68,70,72,72,72,75,76,76,76,75,82,82,82,83,83,83,81,81,81,83,23
S. Spitse,Netherlands,32,167,med,CDM,1,3,0.5,1.0,83,83,86,67,60,84,78,75,82,87,69,70,69,76,70,88,62,83,80,86,69,91,87,89,78,76,90,64,76,87,88.0,16,16,7,8,11,,75,75,75,74,74,74,74,74,78,78,78,79,83,83,83,79,83,83,83,83,83,83,82,82,82,83,22
D. Janssen,Netherlands,27,174,def,CB,1,5,0.5,0.5,83,84,73,77,84,85,47,81,84,88,83,86,71,85,68,77,78,86,80,75,75,74,81,76,81,85,82,63,70,72,78.0,17,15,16,15,16,,80,80,80,77,77,77,77,77,80,80,80,81,82,82,82,81,84,84,84,84,84,84,84,84,84,84,26
K. Sheridan,Canada,26,176,arq,GK,1,2,0.5,0.5,83,86,13,10,17,29,11,18,14,13,25,30,46,80,46,56,53,38,70,17,14,13,15,26,17,26,13,7,32,25,33.0,85,82,75,79,84,27.0,29,29,29,23,25,25,25,23,28,28,28,27,29,29,29,27,29,29,29,27,27,26,29,29,29,26,84
H. Glas,Sweden,29,172,def,RB,1,3,0.5,0.5,83,83,80,65,79,81,32,80,83,80,82,84,75,83,66,62,70,83,72,61,68,55,37,73,77,71,83,38,67,44,75.0,10,17,11,16,7,,70,70,70,71,69,69,69,71,74,74,74,76,76,76,76,76,82,82,82,83,83,83,82,82,82,83,23
Miri Couto,Brazil,30,168,del,ST,0,5,1.0,0.5,83,83,74,84,71,81,85,17,28,15,88,86,88,86,87,78,74,87,64,83,91,86,84,66,88,62,30,87,85,85,85.0,11,14,12,15,13,,83,83,83,83,83,83,83,83,83,83,83,83,79,79,79,83,59,59,59,63,63,58,48,48,48,58,23
Emanuelly Barni,Brazil,30,163,med,LM,0,4,1.0,0.5,83,83,84,70,45,81,67,18,25,24,86,91,85,82,84,83,58,90,54,81,85,80,78,78,79,59,34,81,74,79,82.0,14,10,15,7,14,,77,77,77,81,80,80,80,81,82,82,82,83,77,77,77,83,59,59,59,64,64,59,44,44,44,59,21
E. Cuthbert,Scotland,23,163,med,RM,1,3,1.0,0.5,83,89,84,77,56,82,65,45,86,82,82,83,62,79,87,77,68,85,52,78,81,76,74,78,82,60,72,82,82,66,83.0,12,7,5,7,14,,79,79,79,81,80,80,80,81,83,83,83,85,84,84,84,85,78,78,78,82,82,80,72,72,72,80,20
P. Peyraud-Magnin,France,30,175,arq,GK,0,2,0.5,0.5,83,84,13,11,11,29,9,15,14,15,51,40,58,80,44,62,52,35,43,11,15,17,15,25,22,24,19,10,31,12,38.0,81,81,82,82,85,47.0,30,30,30,27,29,29,29,27,30,30,30,30,30,30,30,30,29,29,29,29,29,29,26,26,26,29,84
M. Earps,England,29,173,arq,GK,1,3,0.5,0.5,83,85,13,10,7,31,12,11,15,14,35,27,29,81,40,62,62,38,63,13,12,14,12,29,20,31,14,10,68,26,35.0,83,81,82,82,82,32.0,30,30,30,26,29,29,29,26,34,34,34,31,36,36,36,31,32,32,32,28,28,27,28,28,28,27,85
V. Gilles,Canada,25,170,def,CB,1,3,1.0,0.5,83,87,25,25,82,78,25,89,89,82,61,55,42,75,77,68,84,64,88,32,43,38,35,70,68,83,78,50,32,38,64.0,8,10,9,14,12,,59,59,59,50,54,54,54,50,56,56,56,56,64,64,64,56,78,78,78,70,70,74,85,85,85,74,20
M. Hegering,Germany,32,170,def,CB,1,3,1.0,0.5,83,83,32,58,86,86,37,86,86,82,72,75,68,81,64,42,85,72,75,29,63,30,30,78,78,84,78,49,42,58,83.0,12,14,7,12,11,,68,68,68,63,64,64,64,63,68,68,68,68,73,73,73,68,83,83,83,77,77,79,83,83,83,79,23
P. Morroni,France,24,158,def,LB,0,2,0.5,0.5,83,88,85,39,65,83,44,78,83,79,82,85,75,83,86,47,70,77,62,41,62,67,43,72,82,67,85,58,63,49,75.0,5,8,13,10,9,,64,64,64,70,66,66,66,70,71,71,71,75,75,75,75,75,81,81,81,83,83,83,79,79,79,83,19
S. Baltimore,France,22,156,del,LW,0,2,1.0,0.5,83,88,90,70,37,87,62,55,66,59,93,84,81,75,91,67,41,74,71,69,84,90,68,83,88,58,66,82,90,74,80.0,8,12,13,10,12,,75,75,75,83,81,81,81,83,86,86,86,86,84,84,84,86,75,75,75,78,78,74,65,65,65,74,20
E. Toone,England,22,163,med,CAM,1,3,1.0,0.5,83,91,76,80,69,83,75,43,57,56,85,81,67,82,84,83,77,84,65,77,92,70,56,70,82,38,45,86,83,59,84.0,7,11,8,9,8,,84,84,84,83,84,84,84,83,86,86,86,86,81,81,81,86,68,68,68,73,73,70,62,62,62,70,20
R. Bachmann,Switzerland,31,162,del,RW,1,3,1.0,0.5,83,83,79,83,58,80,69,53,51,41,79,74,79,87,80,77,58,68,80,86,82,74,63,63,86,77,56,88,85,67,75.0,5,14,13,15,13,,82,82,82,83,83,83,83,83,83,83,83,83,79,79,79,83,70,70,70,70,70,67,64,64,64,67,22
D. Corboz,France,29,157,med,CM,1,4,1.0,0.5,83,83,79,75,43,87,61,69,73,58,65,66,70,80,86,85,42,83,65,84,82,72,70,85,84,60,77,82,86,71,79.0,12,8,5,8,12,,77,77,77,79,80,80,80,79,83,83,83,82,83,83,83,82,79,79,79,78,78,75,69,69,69,75,19
M. Bourdieu,France,23,165,del,ST,1,4,1.0,0.5,83,88,64,88,70,80,75,34,34,30,86,79,73,79,85,84,63,72,82,85,80,71,69,59,87,53,26,86,71,71,80.0,7,12,8,9,11,,85,85,85,81,82,82,82,81,82,82,82,80,74,74,74,80,59,59,59,61,61,58,53,53,53,58,19
L. Wälti,Switzerland,29,167,med,CDM,1,5,1.0,1.0,83,83,65,56,69,86,65,81,86,86,87,84,81,75,73,69,72,85,70,66,85,73,49,80,84,72,83,80,79,65,74.0,7,11,10,6,14,,76,76,76,78,78,78,78,78,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,20
S. Houghton,England,34,174,def,CB,1,3,0.5,0.5,82,82,50,59,81,76,45,86,82,80,55,67,53,79,61,81,90,65,83,56,63,71,74,74,75,84,82,50,50,65,85.0,11,9,15,12,7,,71,71,71,63,65,65,65,63,67,67,67,67,72,72,72,67,81,81,81,75,75,77,82,82,82,77,21
L. Sembrant,Sweden,35,175,def,CB,0,4,0.5,0.5,82,82,28,32,85,84,24,85,82,80,73,73,64,84,58,37,64,87,78,27,72,23,46,77,84,82,82,35,47,55,73.0,14,15,15,8,15,,62,62,62,61,62,62,62,61,68,68,68,68,74,74,74,68,82,82,82,78,78,80,82,82,82,80,24
D. Stokes,England,30,159,def,LB,0,3,1.0,0.5,82,82,77,40,73,90,29,78,79,73,89,90,81,76,80,40,73,84,77,56,85,67,49,75,80,68,76,44,54,58,83.0,11,12,16,12,8,,66,66,66,73,68,68,68,73,75,75,75,78,77,77,77,78,81,81,81,82,82,82,80,80,80,82,21
S. Bouhaddi,France,35,175,arq,GK,1,1,0.5,0.5,82,82,15,13,13,29,16,12,18,15,54,52,69,83,54,56,62,34,67,18,17,17,21,27,28,25,22,17,62,54,35.0,82,74,75,83,83,53.0,36,36,36,33,34,34,34,33,39,39,39,36,37,37,37,36,34,34,34,33,33,32,31,31,31,32,82
G. Thiney,France,36,170,med,CAM,1,3,1.0,0.5,82,82,79,80,75,83,79,48,47,39,63,68,68,85,66,74,79,62,75,79,83,84,77,76,84,51,36,86,86,80,80.0,14,14,14,7,10,,82,82,82,80,81,81,81,80,82,82,82,82,80,80,80,82,66,66,66,66,66,63,60,60,60,63,23
L. Petermann,Germany,28,175,del,ST,1,3,0.5,0.5,82,82,58,86,89,73,79,45,38,33,77,69,67,81,55,79,87,82,81,82,75,69,66,52,82,63,30,87,68,90,82.0,17,16,9,16,10,,82,82,82,76,79,79,79,76,78,78,78,77,72,72,72,77,60,60,60,61,61,59,58,58,58,59,24
C. Bilbault,France,32,171,med,CDM,1,3,0.0,1.0,82,82,59,41,68,81,48,79,85,83,66,55,50,81,63,70,78,89,82,47,60,57,48,76,70,90,85,60,69,53,78.0,15,14,11,13,11,,65,65,65,63,64,64,64,63,68,68,68,69,75,75,75,69,82,82,82,78,78,79,82,82,82,79,23
E. Sonnett,United States,28,168,def,RB,1,2,0.5,0.5,82,82,70,46,72,85,59,85,78,81,76,75,57,84,85,74,72,88,78,67,72,66,65,76,74,81,83,69,74,64,64.0,14,8,12,12,10,,71,71,71,71,72,72,72,71,75,75,75,76,79,79,79,76,82,82,82,82,82,82,82,82,82,82,21
N. Parris,England,28,162,del,RW,1,4,1.0,0.5,82,82,78,73,55,79,63,45,49,39,91,89,86,83,83,77,68,74,60,77,83,71,70,70,81,63,53,81,83,78,71.0,11,12,10,17,7,,79,79,79,82,81,81,81,82,82,82,82,82,79,79,79,82,68,68,68,71,71,68,59,59,59,68,23
È. Périsset,France,27,159,def,LB,1,3,1.0,0.5,82,83,87,44,55,85,41,78,85,80,82,75,78,76,85,61,70,75,69,48,75,67,41,79,80,72,81,54,63,61,70.0,8,16,15,17,16,,66,66,66,72,68,68,68,72,74,74,74,77,77,77,77,77,82,82,82,83,83,83,79,79,79,83,24
L. Williams,United States,29,170,del,ST,1,4,1.0,0.5,82,82,73,84,81,78,75,30,27,29,92,91,92,82,92,83,72,89,70,77,79,70,70,72,82,59,61,84,76,86,83.0,14,8,14,8,10,,82,82,82,82,82,82,82,82,82,82,82,82,78,78,78,82,64,64,64,68,68,64,56,56,56,64,20
S. Doorsoun,Germany,30,170,def,CB,1,3,0.5,0.5,82,82,75,66,77,82,58,85,84,85,78,84,72,82,80,70,82,83,72,73,79,64,49,79,82,81,82,71,76,56,79.0,11,15,12,13,8,,77,77,77,77,77,77,77,77,81,81,81,81,82,82,82,81,82,82,82,82,82,82,82,82,82,82,22
L. Dallmann,Germany,27,158,med,CAM,1,4,0.5,0.5,82,82,72,79,42,81,69,46,48,44,84,80,92,82,93,74,58,78,50,78,86,75,63,80,85,57,50,80,81,54,76.0,8,13,16,9,13,,78,78,78,82,81,81,81,82,82,82,82,82,81,81,81,82,68,68,68,70,70,67,57,57,57,67,22
O. Sarr,France,26,175,med,LM,1,4,1.0,0.5,82,82,72,80,79,84,69,45,41,32,89,92,79,78,67,77,72,78,80,73,83,72,66,74,86,58,36,81,76,69,80.0,15,8,16,16,8,,82,82,82,82,82,82,82,82,82,82,82,82,78,78,78,82,65,65,65,67,67,64,59,59,59,64,21
Lucía García,Spain,23,165,del,ST,1,4,1.0,0.0,82,86,58,87,70,79,79,42,22,17,88,89,78,80,78,80,66,69,68,82,83,64,62,60,81,34,29,86,52,69,83.0,16,13,16,11,8,,84,84,84,79,81,81,81,79,79,79,79,79,70,70,70,79,55,55,55,59,59,55,48,48,48,55,22
M. Purce,United States,26,163,del,RW,1,2,1.0,0.5,82,82,77,75,50,79,67,56,52,47,89,85,81,87,75,74,70,85,72,73,83,62,51,77,86,50,51,85,77,52,68.0,8,10,14,14,14,,79,79,79,82,81,81,81,82,82,82,82,82,80,80,80,82,70,70,70,73,73,70,61,61,61,70,22
K. Snoeijs,Netherlands,25,172,del,ST,1,3,0.5,0.5,82,85,65,87,73,85,75,43,41,36,78,82,72,79,65,79,76,82,70,80,81,64,60,73,85,48,38,87,74,75,81.0,9,11,16,15,10,,84,84,84,81,82,82,82,81,83,83,83,82,78,78,78,82,64,64,64,66,66,63,57,57,57,63,21
Jully Mutto,Brazil,34,170,def,CB,1,3,0.5,0.5,82,82,38,20,84,71,30,84,85,83,71,72,64,81,63,58,84,78,79,67,61,68,33,70,64,82,85,22,50,45,83.0,6,9,6,9,7,,56,56,56,55,55,55,55,55,60,60,60,60,67,67,67,60,79,79,79,75,75,77,82,82,82,77,18
Palomy Bastos,Brazil,34,172,del,ST,0,3,0.5,0.5,82,82,61,85,84,77,81,16,11,14,79,76,78,78,80,86,69,83,74,78,81,78,73,46,86,59,26,81,67,83,75.0,11,7,9,5,8,,82,82,82,78,80,80,80,78,79,79,79,78,70,70,70,78,52,52,52,56,56,52,46,46,46,52,18
H. Blundell,England,28,163,def,LB,1,4,1.0,0.5,82,82,79,56,75,84,43,84,82,80,73,74,64,78,75,61,73,79,62,43,69,63,62,77,78,69,81,74,48,54,78.0,13,14,5,11,12,,70,70,70,70,69,69,69,70,71,71,71,75,75,75,75,75,80,80,80,81,81,82,80,80,80,82,21
K. Bühl,Germany,21,172,del,ST,1,4,1.0,0.5,82,89,74,84,76,80,78,36,21,20,81,83,85,81,75,83,69,62,71,83,86,71,62,74,86,40,41,81,74,72,73.0,9,6,13,14,9,,85,85,85,82,82,82,82,82,84,84,84,83,77,77,77,83,60,60,60,62,62,59,52,52,52,59,21
E. De Almeida,France,24,173,def,CB,1,2,0.5,1.0,82,86,64,24,82,83,31,86,88,85,61,66,45,81,66,45,85,68,70,26,54,45,28,70,75,82,84,36,47,34,67.0,13,9,11,9,9,,56,56,56,57,56,56,56,57,61,61,61,64,68,68,68,64,81,81,81,78,78,80,84,84,84,80,20
C. Kelly,England,24,168,med,RM,1,3,1.0,1.0,82,88,79,76,50,77,71,45,38,38,90,90,90,83,82,71,62,70,67,75,84,71,60,70,85,35,51,80,82,61,80.0,10,8,14,6,12,,79,79,79,82,81,81,81,82,84,84,84,84,78,78,78,84,65,65,65,69,69,66,55,55,55,66,20
M. Malard,France,22,171,del,LW,1,4,1.0,0.5,82,89,78,82,68,81,71,34,40,32,83,78,82,78,67,75,74,67,72,78,85,73,63,71,85,52,29,82,79,68,77.0,15,14,9,15,7,,81,81,81,82,81,81,81,82,83,83,83,82,77,77,77,82,61,61,61,63,63,60,53,53,53,60,22
A. Russo,England,23,172,del,ST,1,3,0.5,0.5,82,90,76,82,89,76,70,29,37,35,83,83,81,78,73,84,81,64,72,75,88,64,56,51,82,49,34,85,69,60,85.0,9,12,10,14,13,,85,85,85,81,81,81,81,81,81,81,81,81,73,73,73,81,58,58,58,64,64,61,56,56,56,61,22
L. Freigang,Germany,24,171,del,ST,1,3,0.5,0.5,82,85,38,87,80,74,80,21,21,17,80,82,66,84,78,82,74,75,69,80,78,62,61,51,80,46,20,89,50,74,81.0,8,10,13,5,14,,84,84,84,75,79,79,79,75,77,77,77,75,68,68,68,75,51,51,51,53,53,51,46,46,46,51,20
O. Deslandes,France,21,170,def,CB,0,3,1.0,0.5,82,90,79,41,81,86,39,84,86,83,63,73,42,79,54,61,91,80,78,39,73,81,48,83,79,76,80,52,69,52,81.0,11,8,8,5,8,,66,66,66,68,67,67,67,68,71,71,71,75,77,77,77,75,83,83,83,82,82,82,84,84,84,82,18
N. Maritz,Switzerland,26,165,def,RB,1,4,1.0,1.0,82,85,85,53,76,84,60,82,81,79,76,78,81,77,79,62,71,75,68,63,67,77,44,78,74,80,82,67,68,60,84.0,14,9,7,6,13,,70,70,70,72,70,70,70,72,74,74,74,76,77,77,77,76,81,81,81,81,81,82,81,81,81,82,20
L. Galton,England,28,170,med,CAM,0,3,1.0,0.5,82,82,85,82,68,82,76,56,66,65,74,75,65,80,65,86,59,81,85,77,84,68,60,76,84,62,64,86,85,67,85.0,5,14,14,5,7,,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,75,75,75,76,76,74,70,70,70,74,18
E. Koivisto,Finland,27,168,def,RB,1,4,1.0,0.5,82,82,73,68,78,70,57,84,86,84,80,73,73,81,71,63,77,84,75,42,58,60,58,65,68,74,83,80,64,70,78.0,6,11,8,13,14,,73,73,73,69,69,69,69,69,70,70,70,73,72,72,72,73,79,79,79,80,80,82,82,82,82,82,21
A. Lehmann,Switzerland,23,165,del,RW,1,4,1.0,1.0,82,89,81,75,58,78,68,54,68,67,81,79,83,83,57,79,65,82,55,74,88,74,76,60,83,74,64,83,81,82,72.0,14,7,12,14,6,,80,80,80,82,81,81,81,82,83,83,83,84,80,80,80,84,73,73,73,78,78,76,69,69,69,76,21
M. Pacheco,England,23,164,def,LB,0,3,0.5,0.5,82,89,85,46,74,75,51,82,77,78,80,83,87,78,61,63,76,89,64,47,87,70,69,74,81,90,79,63,63,71,65.0,15,14,6,8,12,,69,69,69,74,71,71,71,74,74,74,74,79,76,76,76,79,80,80,80,83,83,82,80,80,80,82,21
D. Škorvánková,Slovakia,30,163,med,CM,1,3,0.5,0.5,82,82,69,71,58,87,63,71,69,58,55,63,67,81,77,75,59,86,61,77,81,71,59,84,81,72,78,80,87,63,83.0,14,10,14,11,15,,75,75,75,76,78,78,78,76,82,82,82,80,82,82,82,80,80,80,80,76,76,74,71,71,71,74,22
T. Rodman,United States,20,178,med,CAM,1,3,1.0,0.0,82,94,66,87,62,73,74,38,29,31,83,83,92,80,67,76,83,74,79,76,84,56,55,67,87,80,41,82,85,65,80.0,9,9,12,7,14,,82,82,82,82,82,82,82,82,84,84,84,82,76,76,76,82,62,62,62,63,63,59,56,56,56,59,20
D. Castellanos,Venezuela,23,170,del,ST,1,4,1.0,0.5,82,91,59,86,78,78,81,40,53,49,75,74,71,80,69,82,59,69,70,85,85,80,85,59,85,60,34,85,76,71,71.0,11,7,13,14,9,,85,85,85,79,82,82,82,79,83,83,83,80,77,77,77,80,64,64,64,65,65,64,60,60,60,64,21
M. Leupolz,Germany,28,172,med,CM,1,3,0.5,1.0,81,81,82,76,59,83,65,76,76,66,86,82,82,78,65,77,71,78,69,77,86,80,55,79,81,59,77,82,84,71,82.0,15,15,11,12,8,,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,80,80,80,81,81,80,75,75,75,80,23
Wang Shuang,China PR,27,165,del,ST,0,4,0.5,0.5,81,82,68,82,77,79,78,44,36,33,88,85,79,79,79,79,58,69,75,80,83,73,69,72,84,57,40,79,75,75,67.0,15,16,7,17,11,,82,82,82,80,81,81,81,80,82,82,82,82,77,77,77,82,64,64,64,65,65,63,58,58,58,63,24
C. Foord,Australia,27,169,del,LW,1,3,1.0,0.5,81,81,82,74,55,78,66,45,36,34,90,87,83,77,88,72,87,91,64,72,80,70,51,73,79,60,34,88,78,59,81.0,12,16,12,12,13,,79,79,79,81,79,79,79,81,81,81,81,81,77,77,77,81,63,63,63,68,68,64,55,55,55,64,23
L. Williams,Australia,34,175,arq,GK,1,3,0.5,0.5,81,81,14,13,7,22,17,21,15,14,47,49,36,75,68,50,53,36,37,19,16,13,17,24,19,24,21,13,37,26,60.0,82,76,67,89,80,48.0,30,30,30,26,28,28,28,26,30,30,30,31,30,30,30,31,29,29,29,30,30,30,27,27,27,30,81
S. Toletti,France,26,169,med,CM,1,3,1.0,0.5,81,82,82,73,57,83,75,64,78,74,81,79,77,81,78,82,66,75,73,83,84,79,80,81,81,74,78,76,81,72,81.0,7,15,13,12,9,,78,78,78,80,80,80,80,80,82,82,82,82,82,82,82,82,80,80,80,80,80,79,75,75,75,79,21
K. Hamraoui,France,32,179,med,CDM,1,3,0.5,1.0,81,81,68,68,78,85,59,74,82,78,52,55,46,76,33,82,72,69,88,79,72,63,57,81,79,84,80,70,72,62,70.0,11,6,9,6,5,,75,75,75,71,73,73,73,71,76,76,76,74,79,79,79,74,81,81,81,76,76,76,81,81,81,76,17
K. Dali,France,30,165,med,CM,1,3,1.0,0.5,81,81,78,79,53,79,66,69,71,49,77,67,75,82,84,73,74,79,67,79,89,79,82,78,85,51,77,83,83,69,78.0,11,8,16,15,11,,79,79,79,81,81,81,81,81,81,81,81,81,81,81,81,81,77,77,77,77,77,74,70,70,70,74,22
J. Soyer,France,37,166,def,RB,1,3,1.0,0.5,81,81,73,49,72,79,40,85,84,79,66,73,66,89,69,75,63,69,69,66,63,64,71,70,76,73,86,49,58,58,70.0,6,8,10,10,9,,67,67,67,67,67,67,67,67,69,69,69,70,73,73,73,70,80,80,80,80,80,81,81,81,81,81,19
Rafaelle,Brazil,31,175,def,CB,0,3,1.0,1.0,81,81,74,40,81,80,27,85,82,82,57,68,73,74,54,48,82,76,80,34,66,60,30,78,76,81,78,55,48,57,80.0,16,16,8,12,7,,63,63,63,64,62,62,62,64,66,66,66,69,71,71,71,69,80,80,80,78,78,79,81,81,81,79,21
E. Alvarado,Mexico,24,180,arq,GK,1,2,0.5,0.5,81,87,14,20,14,32,14,20,18,20,44,39,40,73,58,57,71,35,70,11,26,23,13,24,29,30,19,15,39,22,42.0,81,81,76,81,83,42.0,35,35,35,30,32,32,32,30,34,34,34,33,33,33,33,33,32,32,32,31,31,30,32,32,32,30,82
I. Christiansen,England,30,163,med,CM,1,4,0.5,0.5,81,81,74,72,69,84,63,67,72,47,66,67,71,79,83,71,70,77,54,79,78,66,63,80,83,36,79,79,84,70,79.0,11,12,10,8,15,,77,77,77,77,78,78,78,77,81,81,81,81,81,81,81,81,77,77,77,76,76,74,69,69,69,74,22
M. Torrent,France,30,164,def,RWB,1,3,1.0,0.5,81,81,81,52,67,80,45,77,85,83,71,68,71,80,86,69,64,77,68,63,75,67,53,76,80,75,81,62,54,59,76.0,13,10,8,13,16,,69,69,69,71,69,69,69,71,72,72,72,75,76,76,76,75,80,80,80,81,81,81,79,79,79,81,22
Esther González,Spain,29,163,del,ST,1,4,1.0,0.5,81,81,58,89,78,77,80,24,29,30,77,77,68,81,69,80,75,72,64,79,80,49,63,58,83,64,18,86,78,71,62.0,10,6,13,9,11,,81,81,81,79,81,81,81,79,81,81,81,79,73,73,73,79,55,55,55,57,57,54,49,49,49,54,19
S. Blackstenius,Sweden,26,174,del,ST,1,4,1.0,0.5,81,84,53,86,57,66,80,43,32,28,83,89,68,80,67,86,60,75,84,78,85,64,64,43,80,52,36,86,67,65,82.0,9,16,13,15,11,,84,84,84,78,80,80,80,78,79,79,79,78,70,70,70,78,57,57,57,61,61,58,54,54,54,58,23
F. Rauch,Germany,26,167,def,LB,0,3,1.0,1.0,81,84,76,41,70,76,41,80,80,78,84,83,80,80,84,69,78,82,66,48,70,70,60,53,78,70,79,69,50,62,64.0,17,15,16,13,9,,69,69,69,70,68,68,68,70,70,70,70,74,71,71,71,74,77,77,77,82,82,82,79,79,79,82,24
